Province,Year,URL,Status
Tehran,1350,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1350/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1367,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1367/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1375,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1375/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1353,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1353/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1377,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1377/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1376,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1376/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1381,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1381/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1357,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1357/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1372,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1372/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1360,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1360/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1380,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1380/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1378,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1378/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1385,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1385/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1382,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1382/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1366,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1366/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1390,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1390/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1369,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1369/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1370,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1370/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1393,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1393/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1373,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1373/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1386,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1386/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1374,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1374/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1397,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1397/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1383,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1383/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1399,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1399/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1379,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1379/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1401,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1401/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1402,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1402/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1395,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1395/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1346,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1346/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1384,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1384/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1345,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1345/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1347,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1347/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1398,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1398/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1387,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1387/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1388,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1388/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1396,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1396/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1389,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1389/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1391,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1391/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Tehran,1392,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1392/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1348,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1348/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1355,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1355/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1394,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1394/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1360,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1360/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1358,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1358/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Tehran,1400,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1400/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1363,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1363/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1364,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1364/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1365,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1365/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1362,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1362/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1367,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1367/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1368,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1368/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1370,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1370/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1349,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1349/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1371,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1371/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1350,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1350/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1351,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1351/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1375,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1375/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1352,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1352/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1353,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1353/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1372,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1372/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1354,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1354/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1378,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1378/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1356,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1356/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1357,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1357/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1381,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1381/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1379,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1379/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1380,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1380/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1359,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1359/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1383,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1383/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1361,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1361/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1385,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1385/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1374,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1374/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1384,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1384/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1366,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1366/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1390,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1390/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1387,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1387/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1369,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1369/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1391,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1391/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1373,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1373/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
North Khorasan,1399,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1399/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1397,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1397/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1401,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1401/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1402,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1402/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1345,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1345/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1346,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1346/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1347,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1347/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1348,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1348/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
North Khorasan,1376,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1376/PropertyTypeID/615,"error:HTTPSConnectionPool(host='amar.org.ir', port=443): Read timed out. (read timeout=15)"
Sistan and Baluchestan,1349,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1349/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1350,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1350/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1351,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1351/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1352,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1352/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1353,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1353/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1354,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1354/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1355,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1355/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1356,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1356/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
Sistan and Baluchestan,1357,https://amar.org.ir/salnameh-amari/agentType/ViewSearch/CustomFieldIDs/65/SearchValues/1357/PropertyTypeID/615,parse_exception:'list' object has no attribute 'text'
